Word,Count,Sentence,Classification,Polarity Pos,Polarity Neg,Avg Polarity
student,728, Beautiful campus & with a stellar location but is a small campus w a dismal student center with little social interaction,pos,0.8483277100165683,0.15167228998343027
student,728," Small, private school, classes are definitely small and more focused, and a very diverse student population",pos,0.9794978321969702,0.020502167803028132
student,728," It's everything you'd expect from a Jesuit university in the center of San Francisco: Social justice is the main priority, the environment is respectful of all, the student body is 67% minority students, and the coursework is demanding yet extraordinarily fufilling",pos,0.9977432723380321,0.002256727661969808
student,728," It's everything you'd expect from a Jesuit university in the center of San Francisco: Social justice is the main priority, the environment is respectful of all, the student body is 67% minority students, and the coursework is demanding yet extraordinarily fufilling",pos,0.9977432723380321,0.002256727661969808
student,728," Now my two-time alma mater, I will miss being a student at this University",pos,0.7259585597828468,0.2740414402171521
student,728, Great cultural interactions here with students from across the world,pos,0.9300625442072874,0.06993745579271356
student,728,Posting this as I know students in far off countries seek info to make critical life decisions online,pos,0.9843437593157364,0.015656240684262926
student,728,"When I visited, it was very warm and there were lots of students enjoying the outdoors",pos,0.8801948335684411,0.11980516643155642
student,728,"  I was particularly glad to see an ethnically diverse student population, not something you always find at other universities",pos,0.8882346230110321,0.11176537698896803
student,728," As much money as they make off of us, their students, you think they could funnel a little more into hiring better staff",pos,0.8283417145416703,0.1716582854583316
student,728,"  When I called the school and spoke with Donna, she stated that many students have phoned and she has had to tell them all that they are (as I am) missing two required courses and that it was our responsibility, as students, to take those required courses at another college, as USF does not offer them",pos,0.8379881344302669,0.16201186556973507
student,728,"  When I called the school and spoke with Donna, she stated that many students have phoned and she has had to tell them all that they are (as I am) missing two required courses and that it was our responsibility, as students, to take those required courses at another college, as USF does not offer them",pos,0.8379881344302669,0.16201186556973507
student,728," I love USF, personally I have never been in an educational environment, where every single student you come across wants to learn and has so much to offer",pos,0.9634110305957428,0.03658896940425662
student,728, There were a lot of international students in my classes,pos,0.6464209799600101,0.35357902003998953
student,728," They ""like to save that money for incoming students",pos,0.6784552810672093,0.3215447189327901
student,728, I am a prospective transfer student hoping to attend the university! I attended the transfer info session and campus tour,pos,0.9756016889448256,0.024398311055172057
student,728, I have to say I was amazed in the environment and resources that the university provides for the students,pos,0.7190182342907354,0.28098176570926475
