Word,Count,Sentence,Splice,Polarity,Sentence Pol,Subjectivity,Avg Polarity,Avg Whole Pol,Avg Subjectivity,Location
student,728, Beautiful campus & with a stellar location but is a small campus w a dismal student center with little social interaction, small campus w a dismal student center with little,-0.179166666667,0.0993055555556,0.333333333333
student,728," Small, private school, classes are definitely small and more focused, and a very diverse student population", and a very diverse student population,0.2,0.04,0.3
student,728," It's everything you'd expect from a Jesuit university in the center of San Francisco: Social justice is the main priority, the environment is respectful of all, the student body is 67% minority students, and the coursework is demanding yet extraordinarily fufilling"," all, the student body is 67% minority students, and",0.0,0.186666666667,0.0
student,728," It's everything you'd expect from a Jesuit university in the center of San Francisco: Social justice is the main priority, the environment is respectful of all, the student body is 67% minority students, and the coursework is demanding yet extraordinarily fufilling"," 67% minority students, and the coursework is demanding yet",0.0,0.186666666667,0.0
student,728," Now my two-time alma mater, I will miss being a student at this University", miss being a student at this University,0.0,0.0,0.0
student,728, Great cultural interactions here with students from across the world, cultural interactions here with students from across the world,0.1,0.45,0.1
student,728,Posting this as I know students in far off countries seek info to make critical life decisions online, this as I know students in far off countries,0.1,0.05,1.0
student,728,"When I visited, it was very warm and there were lots of students enjoying the outdoors", there were lots of students enjoying the outdoors,0.5,0.64,0.6
student,728,"  I was particularly glad to see an ethnically diverse student population, not something you always find at other universities"," see an ethnically diverse student population, not something you",0.0,0.1875,0.0
student,728," As much money as they make off of us, their students, you think they could funnel a little more into hiring better staff"," off of us, their students, you think they could",0.0,0.253125,0.0
student,728,"  When I called the school and spoke with Donna, she stated that many students have phoned and she has had to tell them all that they are (as I am) missing two required courses and that it was our responsibility, as students, to take those required courses at another college, as USF does not offer them", she stated that many students have phoned and she,0.5,0.15,0.5
student,728,"  When I called the school and spoke with Donna, she stated that many students have phoned and she has had to tell them all that they are (as I am) missing two required courses and that it was our responsibility, as students, to take those required courses at another college, as USF does not offer them"," was our responsibility, as students, to take those required",0.0,0.15,0.0
student,728," I love USF, personally I have never been in an educational environment, where every single student you come across wants to learn and has so much to offer"," environment, where every single student you come across wants",0.0642857142857,0.179761904762,0.157142857143
student,728, There were a lot of international students in my classes, a lot of international students in my classes,0.0,0.0,0.0
student,728," They ""like to save that money for incoming students", that money for incoming students,0.0,0.0,0.0
student,728, I am a prospective transfer student hoping to attend the university! I attended the transfer info session and campus tour, am a prospective transfer student hoping to attend the,0.0,0.0,0.0
student,728, I have to say I was amazed in the environment and resources that the university provides for the students, university provides for the students,0.0,0.0,0.0
student,728, I am so very pleased to report that our student adviser has been replaced! Night to day, to report that our student adviser has been replaced!,0.0,0.8125,0.0
student,728, Maybe USF received candid feedback about students who didn't sense they were liked, received candid feedback about students who didn't sense they,0.6,0.6,0.8
student,728, I've noticed a huge change in the way staff and admin treats students, and admin treats students,0.0,0.4,0.0
student,728," It seems that when they drop the ball, it is the fault of the student no one else", the fault of the student no one else,0.0,0.0,0.0
student,728, The school stresses academics but most of the students I interacted with did not have a clue, but most of the students I interacted with did,0.5,0.5,0.5
student,728," In the end, USF seems like a money mill that is concerned with its bottom line and gaining more money by misleading students with it's feel good tag lines", more money by misleading students with it's feel good,0.6,0.6,0.55
student,728, I WOULD NOT be able to attend this crazy great school if it weren't for the generous asses in charge handing out grants to the students who could use them, grants to the students who could use them,0.0,0.233333333333,0.0
student,728," Overpriced food, beautiful architecture, good professors/researchers, small student/teacher ratio, somewhat inflated tuition, and a strong curriculum"," good professors/researchers, small student/teacher ratio, somewhat inflated tuition, and",0.225,0.433333333333,0.5
student,728,Awesome professors and students, Awesome professors and students,1.0,1.0,1.0
student,728,  Students get a lot of attention at USF,  Students get a lot of,0.0,0.0,0.0
student,728," I'll confess, USF is full of stylish, cultured, well-mannered students"," cultured, well-mannered students",0.0,0.425,0.0
student,728," The Assistant Dean at the School of Management is anything but a sweetheart and she can make life a bitch, but everybody else is quite helpful and dedicated to the students' well-being", and dedicated to the students' well-being,0.0,0.0,0.0
student,728," I must admit, USF was my third choice behind Cal (my dream school who rejected my application) and Arizona State which I knew nothing about other than it was located in a desert and the students were known to party", a desert and the students were known to party,0.0,-0.175,0.0
student,728," As a transfer student from a small junior college, I was seeking to finish my education at a larger school", As a transfer student from a small junior,-0.25,-0.125,0.4
student,728," He also helped facilitate the process of making me ""GE Certified"", which means that any junior college transfer student who comes in with an AA degree will not have to go back and take additional required lower division coursework", any junior college transfer student who comes in with,0.0,0.0,0.0
student,728," Here's the good, the bad, and the ugly:The Good:- Professors: Great student to professor ratio", Professors: Great student to professor ratio,0.8,0.375,0.75
student,728, A lot of state universities and UCs hold classes with nearly a hundred students, with nearly a hundred students,0.1,0.1,0.4
student,728, The highest number of students in any of my classes never surpassed 40-45, The highest number of students in any of my,0.0,0.0,0.0
student,728, Having fewer students per professor allows the professors to actually pay attention to the student's progress and learn their strengths & weaknesses, Having fewer students per professor allows the,0.0,0.0,0.0
student,728, Having fewer students per professor allows the professors to actually pay attention to the student's progress and learn their strengths & weaknesses, pay attention to the student's progress and learn their,0.0,0.0,0.0
student,728," Professors hold ""Office Hours"" to give students the opportunity to see them for help when they're struggling in class"," ""Office Hours"" to give students the opportunity to see",0.0,0.0,0.0
student,728," Believe me, most of these professors give a sh*t about their students", sh*t about their students,0.0,0.5,0.0
student,728, - Location: Being in the heart of the city gives students the opportunity to explore the city beyond touristy attractions, heart of the city gives students the opportunity to,0.0,0.0,0.0
student,728," Of course, it all depends on how much a student wants to be challenged since they register for the classes of their choice", on how much a student wants to be challenged,0.2,0.2,0.15
student,728," Professors take attendance, so it encourages students to actually attend the class"," attendance, so it encourages students to actually attend the",0.0,0.0,0.1
student,728,The Bad:- Professors on tenure: It wasn't until I took a few classes with some professors on tenure that I noticed they were that small percentage of professors that don't really care about their students, about their students,0.0,-0.2375,0.0
student,728," Sure these are the professors students love to hang out with and grab a drink with, but they don't gain anything in the long-run", these are the professors students love to hang out,0.5,0.5,0.6
student,728," Students will leave a class thinking they passed with flying colors and are experts only to realize next semester that isn't the case when they take the intermediate version of their class, which is what happened to me", Students will leave a class,0.0,0.0,0.0
student,728," No matter how many students pass or fail their class, they've secured a sweet deal for the rest of their career", No matter how many students pass or fail their,0.0,0.116666666667,0.4
student,728,"In terms of meals, first and second year students that live on campus are given a plan where their IDs are loaded with a certain amount of money they can spend at the Bookstore and on food", first and second year students that live on campus,0.128787878788,0.150162337662,0.277777777778
student,728," By the end of the school year, students are scrambling to spend every last cent because that money isn't refundable"," of the school year, students are scrambling to spend",0.0,0.0,0.0
student,728, The faculty in some departments don't get along well and it spills over into the students experience, over into the students experience,0.0,0.0,0.0
student,728,"  So if you're from a high school with extremely down-to-earth and relaxed students, you think this is the norm"," relaxed students, you think this is the norm",0.0,0.0175,0.0
student,728," I believe that their push for social justice is also a great, great thing that all schools need to relay to their students", to relay to their students,0.0,0.544444444444,0.0
student,728,"In addition, the surrounding city is just incredible and full of opportunities that most college students and graduates would never have", opportunities that most college students and graduates would never,0.5,0.583333333333,0.5
student,728, I LOVE USF!! Small campus but it is really beautiful! The professors are really nice and care about students, nice and care about students,0.6,0.5328125,1.0
student,728, Students are friendly and helpful, Students are friendly and helpful,0.375,0.375,0.5
student,728," I will recommend senior high school students to try this school!!

57", recommend senior high school students to try this school!!,0.25,0.25,0.54
student,728,"  I absolutely am impressed and am particularly grateful that there are also options for stipend for tuition expenses by being a teaching assistant as I've always wanted to teach business for potential students in a more socially-minded, critical-thinking manner"," business for potential students in a more socially-minded, critical-thinking",0.25,0.416666666667,0.75
student,728,"  In addition, whereas in June 2009 at USF's campus (think it was Lone Mountain one but forget) I got to meet faculty & students in a warm, inviting way, at USF's Downtown campus open houses at Howard Street the tone is different now: You meet mainly admissions advisers, financial aid advisers and some students but no faculty and really no chance to network or follow up and hear more on the program"," to meet faculty & students in a warm, inviting",0.6,0.166666666667,0.6
student,728,"  In addition, whereas in June 2009 at USF's campus (think it was Lone Mountain one but forget) I got to meet faculty & students in a warm, inviting way, at USF's Downtown campus open houses at Howard Street the tone is different now: You meet mainly admissions advisers, financial aid advisers and some students but no faculty and really no chance to network or follow up and hear more on the program", advisers and some students but no faculty and really,0.2,0.166666666667,0.2
student,728,  The latter one I attended made me feel faculty and students really do want to welcome attendees and I certainly felt it was a warm environment, me feel faculty and students really do want to,0.2,0.362857142857,0.2
student,728, otherwise the cool international population of students makes up for the twats, cool international population of students makes up for the,0.175,0.175,0.325
student,728, As an English major we read books that are targeted to highschool students, are targeted to highschool students,0.0,0.03125,0.0
student,728, except that in each class I've had here in 4 years there's been AT LEAST 3-4 students with a HS GPA of 2, 3-4 students with a HS GPA of 2,0.0,-0.3,0.0
student,728,THIS IS NOT A SCHOOL FOR SERIOUS STUDENTS, A SCHOOL FOR SERIOUS STUDENTS,-0.333333333333,-0.333333333333,0.666666666667
student,728," It is scary, but I prefer it to taking a lot of theory classes, and then doing student teaching, and then finally start to get paid"," classes, and then doing student teaching, and then finally",0.0,-0.25,1.0
student,728," Lacks a collegial community feeling (a decent percentage of students are commuters, there's no dominant sports team)2"," (a decent percentage of students are commuters, there's no",0.166666666667,0.166666666667,0.666666666667
student,728," Some of the students are subpar (this is calculus and you don't know what PEMDAS is?)In sum, I enjoyed my time here and I highly recommend it", Some of the students are subpar (this is,0.0,0.33,0.0
student,728, and now second-year students and beyond are being (and have been) pushed out to the SF city for housing because of lack of space, and now second-year students and beyond are being (and,0.0,0.0,0.0
student,728, As an incoming freshman I was not notified about problems with my financial aid as other institutions may do for their NEW students, do for their NEW students,0.136363636364,0.00378787878788,0.454545454545
student,728, Their dorm cafeteria is so nice and modern! I didn't try the food but it looked good! The church is breathless! just beautiful! I'm not a student just a prospective student so I can't tell you about the faculty there, not a student just a prospective student so I,0.0,0.7125,0.0
student,728, Their dorm cafeteria is so nice and modern! I didn't try the food but it looked good! The church is breathless! just beautiful! I'm not a student just a prospective student so I can't tell you about the faculty there, a prospective student so I can't tell you about,0.0,0.7125,0.0
student,728,  The tour guide told us that class sizes are only about 29 students for core classes, are only about 29 students for core classes,0.0,0.0,1.0
student,728,  I asked some student around the campus how they felt about going there; everyone I talked to seemed sincerly happy,  I asked some student around the campus how,0.0,0.8,0.0
student,728," You have your hippie rich kids who pretend that they don't come from money by not taking showers and banging on drums on the grass, you have the rich international students that come to class with a new balenciaga bag every week, you have your douche bag rich boys driving around in their lambos and ferraris (parking them in the handicap spaces of course), and you have your rich kids who boost about their wordly travels and immense wealth whenever they get a chance", the rich international students that come to class with,0.1875,0.233766233766,0.375
student,728, You basically live in an oasis as compared to 99% of college students, to 99% of college students,0.0,0.136363636364,0.0
student,728," I can see that these reviews represent the same assortment of students I recall from my college days:  the serious-minded, the enthusiastic, and the hopelessly-unhappy-no-matter-what-they're-doing", the same assortment of students I recall from my,0.0,0.3,0.125
student,728,"  I remember those types from my student days:  everybody avoided them, leaving them friendless and forlorn "," those types from my student days:  everybody avoided them,",0.0,0.0,0.0
student,728,"  But many students still fail the exam, there is a huge disconnect to that promise","  But many students still fail the exam,",0.0,0.133333333333,0.4
student,728," For about $45,000 a year, an eager student should not deserve professors who hardly put in any effort to teach a stimulating class"," year, an eager student should not deserve professors who",0.0,-0.291666666667,0.0
student,728, Many students simply take easy classes to make a quick A from professors who hardly care about the importance of true pedagogy, Many students simply take easy classes,0.311111111111,0.220833333333,0.563492063492
student,728, The most recent of cases: the sale of KUSF for about $1 million (a student run public radio service to enhance the experience of media studies and musical interest), about $1 million (a student run public radio service,0.0,0.125,0.0666666666667
student,728,Here are some key points as to why I love USF:Small Class Sizes: Screw those 300 student per class schools, Screw those 300 student per class schools,0.0,0.25,0.0
student,728," Student Body: Okay yes we've heard it  before, USF = University of Spoiled Foreigners", Student Body: Okay yes we've,0.5,0.5,0.5
student,728,"  I don't disagree, we have many students that came to the school with a lot of money from their parents", we have many students that came to the school,0.5,0.5,0.5
student,728,"  Though some of these students have not been exposed to any ""real world"" experiences as some may say, they are not socially isolated either",  Though some of these students have not been exposed,0.0,0.0916666666667,0.0
student,728,"Koret Gym: The student body and faculty have access to USF's Koret facility, a very large and well appointed private gym", Koret Gym: The student body and faculty have,0.0,0.139285714286,0.0
student,728,"  As a business student, we are not only taught how to achieve the highest number on the bottom line, but equally as important we are reminded and encouraged to make ethical decisions","  As a business student, we are not only",0.0,0.2,1.0
student,728, Forward Thinking: USF is one of the first and top ranked schools to offer entrepreneurship as a major for business students, a major for business students,0.0625,0.270833333333,0.5
student,728,"  Unlike the rest of the business majors which teach you how to be a gear or cog in a large corporate machine, this unique major guides students through the process of conceiving, planning and running a successful business of their own", this unique major guides students through the process of,0.21875,0.333630952381,0.75
student,728,"  Professors engage students in semester-long projects that rarely, if ever, feel like class work",  Professors engage students in semester-long projects that,0.0,0.3,0.0
student,728, You can get a lot out of this school if you work hard and become a good student, and become a good student,0.7,0.204166666667,0.6
student,728, This is not the school for an older student! This school could never figure out I was not going to live in the dorms and my parents were not paying for my education, school for an older student! This school could never,0.208333333333,0.172348484848,0.333333333333
student,728," I should have done more research on how they handled older students, but I knew many had transfered to their nursing program with no problems"," how they handled older students, but I knew many",0.333333333333,0.388888888889,0.416666666667
student,728," I found out I took three of the wrong classes right before my graduation! My advisor did not understand I was a transfer student, so I wasted my first year at this school taking classes I had already taken at my jc"," I was a transfer student, so I wasted my",-0.2,-0.0232142857143,0.0
student,728," Yes, there is a reason that people call it the University of Spoiled Foreigners, U Spend a Fortune, University of Serious Finances, University of Students from Fortunes, etc"," Serious Finances, University of Students from Fortunes, etc",-0.333333333333,-0.333333333333,0.666666666667
student,728,There are over 80 countries represented in the student body, countries represented in the student body,0.0,0.0,0.0
student,728,"  If you are a prospective student and take a walking tour of USF, I promise you, you will have one hell of a time electing not to go there", you are a prospective student and take a walking,0.0,0.0,0.0
student,728,"This applies to my undergraduate experience:- USF is a mediocre private college- The majority of students are spoiled brats who think they are the shit- Only at USF, will you find a closed-minded gay professor- Many students are trying to live out what they couldn't do when they were going to their private high schools- USF is like another high school with immature people and cliques - Yes, some subtle racism exists at USFOh yeah, and thanks to some people, my dorm floor smelled like chicken and weed for most of the year", college- The majority of students are spoiled brats who,0.0,0.0314069264069,0.0
student,728,"This applies to my undergraduate experience:- USF is a mediocre private college- The majority of students are spoiled brats who think they are the shit- Only at USF, will you find a closed-minded gay professor- Many students are trying to live out what they couldn't do when they were going to their private high schools- USF is like another high school with immature people and cliques - Yes, some subtle racism exists at USFOh yeah, and thanks to some people, my dorm floor smelled like chicken and weed for most of the year", gay professor- Many students are trying to live out,0.35101010101,0.0314069264069,0.527777777778
student,728,  They are always upkeeping and changing making themselves better and offering the students more, better and offering the students more,0.5,0.5,0.5
student,728," Just got accepted here as a transfer student for fall 2011!

90", here as a transfer student for fall 2011! 90,0.0,0.0,0.0
student,728,  The overwhelming unintelligent student body is incredibly unwelcoming and uninteresting,  The overwhelming unintelligent student body is incredibly unwelcoming,0.25,0.25,0.95
student,728,"The faculty is lacking, the staff is unhelpful and well I just can't stress it enough how insanely typical this gross culmination of predominantly female students is", of predominantly female students is,0.0,-0.0416666666667,0.166666666667
student,728,  I don't know how many times I have received emails notifying the student body of on campus crimes that have occurred, emails notifying the student body of on campus crimes,0.0,0.5,0.0
student,728, The Princeton Review claims that the student body at Univ SF is one of the most diverse in the country, Review claims that the student body at Univ SF,0.0,0.5,0.0
student,728, The Jesuit environment and the small class size = students are not just a number in a lecture hall but recognized individuals, the small class size = students are not just,-0.25,-0.25,0.4
student,728, I went to USF as a guest student for the fall of 2005 after my school in New Orleans cancelled the semester due to Hurricane Katrina, USF as a guest student for the fall of,0.0,0.00568181818182,0.0
student,728,"  Also, none of the students I met seemed particularly jazzed about being there","  Also, none of the students I met seemed particularly",0.166666666667,0.166666666667,0.333333333333
student,728, The professors were also very inclined to having informal discussions with their students and there was a lot of inclusiveness, informal discussions with their students and there was a,0.0,0.2,0.0
student,728," It's selective enough that you get a good mix of highly ambitious and easy going, lax students who are deceptively book smart"," easy going, lax students who are deceptively book smart",0.32380952381,0.319523809524,0.738095238095
student,728," cafeteria food (no duh) as the food service has the monopoly, including the ""student runned"" Crossroads"," the monopoly, including the ""student runned"" Crossroads",0.0,0.15,0.0
student,728,"  As for the dormitories, ""comfortable"" in a loose sense; with 900+ freshmen/1100+ new students coming in makes things a bit tight", 900+ freshmen/1100+ new students coming in makes things a,0.136363636364,0.0702172827173,0.454545454545
student,728,"  If a prospective student, take advantage of a campus tour courtesy of the Admissions office or the Open House events they hold during the academic year","  If a prospective student, take advantage of a",0.0,0.0,0.0
student,728, Some fellow students will be brilliant as well, Some fellow students will be brilliant as,0.9,0.9,1.0
student,728,"I transferred into the graphic design program my sophomore year, and despite all the bitching about USF's abandoning its partnership with neighboring art school CCA, I'm more than happy I participated in the budding cauldron of artists and artist egos, students and faculty alike"," artist egos, students and faculty alike",0.0,0.35,0.0
student,728," In general, students seem to complain a lot at USF"," In general, students seem to complain a",0.05,0.05,0.5
student,728," Students all over have a lot to complain about, but I find that education is what you make of it", Students all over have a,0.0,0.0,0.0
student,728," STUDENT TYPES: Those hoping to become Mrs", STUDENT TYPES: Those hoping to,0.0,0.0,0.0
student,728, Everyone here is so nice and helpful! Teachers actually beg students to visit them during office hours and tutors can be found in one place, helpful! Teachers actually beg students to visit them during,0.0,0.375,0.1
student,728,) and if you don't want that you can go to the student run cafeteria or the cafe down stairs, can go to the student run cafeteria or the,0.0,-0.155555555556,0.0
student,728," Students are always updated on crime bulletins, website updates, internet problems, basically anything via e-mail", Students are always updated on,0.0,0.0,0.0
student,728, And I became president of the Society for Pre-Law Students, Society for Pre-Law Students,0.0,0.0,0.0
student,728," The gym is decent, but part of the four-star rating is that there is no steam room or sauna - what, are Catholics against such things??  Oh, interestingly, the only Catholic element I really see is the fact that the professor happens to be a Christian (or Catholic, I don't know) and a couple students in the class are actually ""brothers"" and by that I mean like junior priests, oh, and there is also a bit of an emphasis on ""go out there and do some good wtih your degree"" - which is part of the Jesuit philosophy, which is what this school subscribes to", and a couple students in the class are actually,0.0,0.114015151515,0.1
